,review,rating
1514,It is a very heartwarming story,1
1515,I couldn't actually spoil this film :P,0
1516,"Nice movie, Wasted opportunity!",1
1517,Critics need to loosen up: We live in a mad world.,1
1518,Idiotic movie,0
1519,A very good movie...,1
1520,A little fun but with unfortunate script,0
1521,Best Harley Quinn ever!,1
1522,Suicide Dud?,0
1523,"Ignore the critics, make up your own mind.",1
1524,Had a lot of potential!,1
1525,It's undone some of DC's steps forward with The Dark Knight.,0
1526,Very Impressive,1
1527,Quite disappointed,1
1528,Disappointed,0
1529,"Good, not great",1
1530,"Very weak story line, bad acting and corny catchphrases",0
1531,A flawed but fun movie,1
1532,A Bad & Boring Feel-Good Buddy Movie,0
1533,"Entertaining, But Leaves You Wanting More",1
1534,Jared Leto ruins the show.,1
1535,What the hell did I just watched?!,0
1536,Actually a very good comic book movie !,1
1537,Suicide Squad Review,1
1538,Worst DCEU film yet,0
1539,I like it,1
1540,Not that great,0
1541,Disappointed,1
1542,Amateurish waste of talent and money,0
1543,Comedy movie with great action and terrific acting,1
1544,Such Great Potential,1
1545,This movie is sooo bad it's almost unbelievable it got made,0
1546,An all around good summer movie! Go see it!,1
1547,Average at best. Entertaining but problems production wise,1
1548,"First of all, let's stop comparing any DC project to Nolan's trilogy",0
1549,Harley Quinn! Harely Quinn! The only name you need,1
1550,BAD guys or bad lol,0
1551,I tried to like it,1
1552,What a shameful movie,0
1553,Much better than the critics made it out to be...,1
1554,Neither here nor there,1
1555,Just poor effort,0
1556,Exciting,1
1557,Bad is good and good is bad.,1
1558,A Mess,0
1559,disappointed after too much HOPE,1
1560,This film should never have been released.,0
1561,Missed opportunity,1
1562,The worst DCEU movie thanks to studio meddling,0
1563,"If ever a movie stumbled in the delivery of promised greatness, it was surely this one. Unmissable !",1
1564,Is this a joke?,0
1565,Entertaining Film,1
1566,One word.. 'Awful',0
1567,Nothing worse than a boring movie,0
1568,F,0
1569,An unstoppable joyride with the squad,1
1570,"Confusing. Boring. Spoilers, I guess...",0
1571,A Hutch A Do About Nothing,1
1572,A poor studio made movie marginally saved by the glimpses of Ayer's direction and wonderful cast,0
1573,So much potential. So little on delivery,0
1574,The Man That Can Climb ANYTHING,0
1575,Hey! You guys... it's actually a pretty good movie.,1
1576,If 'Spider-man 3' and 'Mulholland drive' had a baby; it would be 'Suicide Squad'.,0
1577,Great movie and characters,1
1578,Incredibly terrible.,0
1579,One of the worst movie of The DC Cinematic Universe,0
1580,Poor,0
1581,Every frame is not meant to be perfect. It's a fun movie.,1
1582,I wonder when the kids are going to tire of the same formula,0
1583,Lots of Fun,1
1584,The DCEU is DOA,0
1585,dedee,0
1586,What did you do?!,0
1587,No way near as bad as others say,1
1588,Complete disappointment!!,0
1589,"Loved it, don't listen to the haters....",1
1590,Avoid at all costs,0
1591,Hugely Disappointing,0
1592,Nothing of value found in this movie.,0
1593,Genuinely don't understand all the bad reviews.,1
1594,A hot mess,0
1595,Doesn't Deserve the Hate,1
1596,Ohh... WHY?,0
1597,Plagiarism,0
1598,Absolutely atrocious,0
1599,Must watch movie. I've seen thousands of movie and this one was good.,1
1600,Suicide watch...,0
1601,take this from someone who knows films,1
1602,A Complete Mess Unfortunately (Contains Spoilers),0
1603,Dc is definitely lost,0
1604,Saved from being terrible by Margot Robbie (and Davis and Smith),0
1605,Nice...,1
1606,Suicide Squad,0
1607,Why all the negative reviews?,1
1608,Suck Squad !,0
1609,Not Worth Your Time,0
1610,Not as i Expected,0
1611,Awesome movie!,1
1612,Hope the new one is better,0
1613,Why not?,1
1614,Biggest Misfire Ever,0
1615,"""Puddin'!""",0
1616,One of the most enjoyable comic book movies in recent years.,0
1617,Awesome movie! more fun than i expected (more than BVS for sure),1
1618,This movie is truly awful,0
1619,Better the second time around,1
1620,Disappointing,0
1621,"For The Good of Mankind, #ReleaseTheAyerCut",0
1622,Erm........,0
1623,perfect,1
1624,Disappointed,0
1625,not bad,1
1626,"Great characters, but terrible plot and everything else is just bad",0
1627,A big money-grubbing middle finger to all comic fans!,0
1628,This movie is dreadful!,0
1629,Its not bad at all!!!!,1
1630,Random,0
1631,Really enjoyable untill you think about it!!,1
1632,This movie is garbage.,0
1633,"A lot of potential, minimal effort.",0
1634,"Goo start, bad ending",0
1635,Great,1
1636,Only for the die-hard DC comic book fans...barely,0
1637,Twizard Rating: 78,1
1638,Unbiased and spoiler-free review,0
1639,Suicidal,0
1640,Total waste of actors and characters.,0
1641,Film made it likable,1
1642,Just Boring,0
1643,Make your own opinion.,1
1644,Trying to do a little too much,0
1645,S.S - Skewered and scrambled,0
1646,I expected much more...,0
1647,I love this movie,1
1648,It could've been better...,0
1649,"Everybody be cool, you be cool...",1
1650,Losing My Faith In DC,0
1651,Directed by The Joker,0
1652,The DC Cinematic Universe has just committed cinematic suicide,0
1653,Not perfect but a good nights viewing,1
1654,Disappointing,0
1655,It Lived Up To The Hype,1
1656,"Way too many characters, too little development",0
1657,"Horrible Scripting, Wasted opportunity with tremendous talent. All stars only for Jared Leto.",0
1658,"Not the best, but Sort of enjoyable...",0
1659,DC The god Of Villains,1
1660,stupid,0
1661,Entertaining and good ... why all the negativity?,1
1662,"Why didn't anyone ask ""why""?",0
1663,'false advertising' over the lack of Joker scenes,0
1664,lame action film,0
1665,"Don't listen to the critics! The movie was fun, and action packed and awesome!",1
1666,"Painful. Horribly inconsistent, and mental anguish.",0
1667,"If you like DC comics and/or superhero movies, go check this one",1
1668,Really bad. Worse than Batman v Superman,0
1669,Is this a suicide concerning creativity? Or a squad beneath acting?,0
1670,most terrible story line ever,0
1671,An amazing movie just what DC needs!,1
1672,Bad as it can get,0
1673,Not perfect but enjoyable and exciting,1
1674,Meh should of been better ...... 5/10 .,0
1675,"A Talented Cast Trapped in a Rushed, Crowded Mess",0
1676,Simply too many characters,0
1677,Critics exaggerated,1
1678,"A Simple Pros & Cons List - No Spoilers - ""What's with DC and Instant Friendships?""",0
1679,"Fun, Fantastic, and Hilarious",1
1680,Hollywood let me down again!!!!!,0
1681,"Suicide Squad: ""Im Beautiful!""",0
1682,"They're the bad guys, and this is a BAD movie.",0
1683,suicide squad,1
1684,Worst movie ever,0
1685,Not a perfect film but absolutely worth the watch.,1
1686,Very little of value in this film,0
1687,Suicide squad sets a new benchmark of how worst a superhero movie can get.,0
1688,Entertaining and cool scenes in a very meh plot,0
1689,worth an IMAX 3D visit,1
1690,High expectations... very disappointed.,0
1691,I Really Don't Get the Hate!,1
1692,How is this man getting paid jobs?,0
1693,Abortion,0
1694,The trailers of the movie were very good though. . .,0
1695,Wtf is wrong with you folks?,1
1696,Such high hopes...,0
1697,A really good movie!,1
1698,My little pony: friendship is magic,0
1699,Not worthy to be called a movie even,0
1700,I Liked the Movie this Could've Been,0
1701,GREAT MOVIE,1
1702,Disappointing for what looked like such a good resurgence for DC,0
1703,DC's Guardians of the Galaxy!,1
1704,"In the case of the title, there should always be a squad like that present when attempting to view this ""film"".",0
1705,I honestly wasn't disappointed.,0
1706,A Guilty Pleasure,0
1707,Great watch,1
1708,"After seeing Suicide Squad this past weekend, I was left disgruntled by the awful choices Warner Brother Studios has made this year with their expansion of the DCEU.",0
1709,Awesome,1
1710,Worst movie ever made,0
1711,Directors Butchering,0
1712,Trash beyond imaginable,0
1713,Another good DC Movie,1
1714,Harley Quinn.,0
1715,Will go down as one of the most underrated films in the history of cinema!,1
1716,Stop using comic books to defend this movie!,0
1717,I won't bet my money on it's success,0
1718,Review for Suicide Squad,0
1719,Loved it!,1
1720,An Avengers style movie with a bit of Deadpool but with bad guys instead,0
1721,Answer to the negative reviews,1
1722,RIP My Money,0
1723,Suicide Squad suffers from Zacification,0
1724,Perfectly bad ensemble movie,0
1725,"Waaaauuuuw, what a ride!",1
1726,"Here Me out, cause I think I make a good point.",0
1727,"Very good, but not excellent",1
1728,Stock up on Advil.,0
1729,Really Disappointing: A David Ayers film?,0
1730,Dc falls flat in comparison to marvel yet again,0
1731,My issue,1
1732,I would put it on as a background movie?˜•,0
1733,A really strong & unique follow-up to Batman v Superman: Dawn of Justice.,1
1734,Extremely Hyped Up,0
1735,Sabotage,0
1736,Abysmal. The producers should be ashamed.,0
1737,"Crazy, fun, indulgence. Suicide Squad for many years to come.",1
1738,A mess,0
1739,"Suicide squad is an amazing movie, screw the critics.",1
1740,"Not enough comedy, not enough action, plenty of sappy scenes.",0
1741,Very Messy,0
1742,"Great Start, but Quickly Falls Apart",0
1743,"Didn't Want to See It, Glad I Did.",1
1744,Incoherent and weak plot,0
1745,Excellent!,1
1746,"One Step Forward, Two Steps Back",0
1747,A cheap parody of the DC universe,0
1748,Soundtrack was the best thing about this,0
1749,Thank Squad the DCEU could be saved after all!!!!,1
1750,Go Watch Batman the animated series instead!,0
1751,definitely a movie you'll need to see for yourself to make up your mind,1
1752,"It's Not a Great Movie, but it is the Best from the DC Universe Movies",0
1753,What a disappointment,0
1754,Wow,0
1755,Fun summer movie. If you like Guardians of the Galaxy you will like this.,1
1756,Zero should be an option,0
1757,Will Smith delivers the goods again with Suicide Squad,1
1758,Doesn't live up to the hype,0
1759,An absolutely terrible venture in filmmaking.,0
1760,Yikes! weaksauce...,0
1761,A Magnificent Mess That Is Both Extraordinarily Fun And Entertaining DESPITE Itself..,1
1762,embarrassing!!,0
1763,"In short this movie is a great mix of Comedy, Story and Action.",1
1764,"Suicide Squad was mediocre at best but more-so disappointing because of its potential but, at the same time, it doesn't quite deserve all the hate it is getting.",0
1765,Sound and Fury. Signifying nothing.,0
1766,Talented Cast makes a poor script worth the watch.,0
1767,This movie is awesome,1
1768,So and so bad,0
1769,"Great Plot, great Soundtrack, great acting, great movie.",1
1770,They made drag queen out of Joker,0
1771,Mediocre,0
1772,Suicide Squad: A Fable about Shared Universes and Studio Interference,0
1773,The Anti Avengers,1
1774,It could've been better,0
1775,Very happy with the movie overall :),1
1776,A disgrace to the whole DC universe.,0
1777,"Doesn't deserve the over hate, or the over love",0
1778,It's just a mess,0
1779,Don't listen to the pretentious critics,1
1780,"Wow, that was awful",0
1781,It's all about entertainment and fun,1
1782,city goes boom.,0
1783,Senseless fun & entertainment with all of its rebellious action sequences.,0
1784,Worst. Heroes. Ever. more like Worst. Movie. Ever. (not really),0
1785,Welcome to the Suicide Squad complete the mission or die trying.,1
1786,Puerile and trashy intent but no redemption in the execution,0
1787,Haters gonna hate,1
1788,bad acting and so stupid that style can't save it.,0
1789,Absolutely terrible,0
1790,Dc comics's (1) worst movies of all time,0
1791,a year of waiting well worth,1
1792,Worse than I thought!,0
1793,"Worst Heroes Ever? No, Entertainingly FUN!!....",1
1794,Good fighting scenes won't make up for bad story,0
1795,Really Poor,0
1796,Just nothing that the trailer promised,0
1797,Awesome movie. I hope there is a sequel and spinoffs.,1
1798,Could have been Amazing. Too many bad choices.,0
1799,"Visually stunning, Don't believe the critics , Fun summer blockbuster",1
1800,"For a movie written by a 10 years old child, it's not bad",0
1801,It's a mess!,0
1802,"Too dark, too much, too many",0
1803,"This is Harley Quinn's Movie, and I Couldn't Be Happier!",1
1804,Over-Hyped Disappointment is an Understatement,0
1805,Loved every second of it!!!,1
1806,What a bad movie.,0
1807,Not Like This,0
1808,Truly Horrible,0
1809,The critics can go to hell,1
1810,"The final DC movie I will ever pay to see, even if it was OK in the end.",0
1811,Best,1
1812,This movie was the worst,0
1813,"Making an edgy movie isn't the same as making a GOOD movie, I mean my razor is edgy and its a cheap piece of sh*t",0
1814,A Worthy Rival to Catwoman,0
1815,A group of unlikely comic characters save the world,1
1816,Gave Up Half Way Through,0
1817,IÂ´m a Joker,1
1818,"1 point for Will, 1 point for Jared, 1 point for the music, and 1 point for Margot = 4",0
1819,Her Heart's Not In It,0
1820,Condition Critical: DC,0
1821,Honest Review from a Comic book fan,1
1822,It's simply the worst nanananaaaaaaaaaaaa,0
1823,Insainly Entertaining .. Love the twist,1
1824,A jumbled mess with a good cast,0
1825,Incoherent and sexist,0
1826,"Lot of style, but no substance.",0
1827,Awesome!!!!,1
1828,Sits somewhere between good and really bad,0
1829,Awesome movie don't listen to critics,1
1830,It's so terrible and female-pandering even the director admits he should've focused on the Joker,0
1831,Not as good as the first one,0
1832,All over the place in terms of...Everything,0
1833,Margot Robbie Steals the Show,1
1834,It's not what i expect at all,0
1835,Suicides,1
1836,Bad Movie Review on Suicide Squad,0
1837,DC turned into Marvel,0
1838,You think Batman v Superman sucked???,0
1839,DC takes a step forward,1
1840,Not as expected.,0
1841,BEST MOVIE EVER!!,1
1842,Committing Career and Box office Suicide (Squad),0
1843,"Worst ""superhero"" movie ever!",0
1844,Almost fell asleep,0
1845,What is with the bad reviews people,1
1846,I want my money back.,0
1847,AWESOME,1
1848,What did I just watch?,0
1849,not a good plot,0
1850,Disappointing,0
1851,One Of The Best Movie Ever,1
1852,Not what you think,0
1853,A good movie,1
1854,Looks great but,0
1855,This is not Suicide Squad.,0
1856,Would like to change my review,0
1857,Anticipation was not in vain,1
1858,Disappointing and Boring!,0
1859,This is awesome!,1
1860,One of the few movies i've seen in my life that actually made me angry,0
1861,Unhappily,0
1862,Why did I do this to myself?,0
1863,Not as bad as people say,1
1864,"Pretty good ideas, but no sense?",0
1865,#ReleaseTheAyerCut,1
1866,"""Suicide Squad"" is fun but will probably leave you with a headache",0
1867,Great cast but poorly executed,0
1868,"Margot Robbie, perfect; not so much Leto.",0
1869,Movie should have had a different TITLE,1
1870,Horrible,0
1871,Give us a Sequel! PLEASE!,1
1872,"2 films, very different outcomes.",0
1873,A suicide indeed,0
1874,Harley Quinn's Love Story,0
1875,Amazing! Must See!,1
1876,Boring,0
1877,Good Movie,1
1878,Too Jewwy,0
1879,Very Bad,0
1880,Suicidal tedium.....,0
1881,Never see ROTTEN TAMATOES ratings for DC FILMS,1
1882,Irritating waste of money,0
1883,Better than BvS,1
1884,Dont waste your time,0
1885,Maybe the worst film of 2016,0
1886,boring,0
1887,Master Peice,1
1888,Everyone cosplayed as characters from this movie on halloween back then...god...why ?,0
1889,Absolutely Loved It,1
1890,Just...not good,0
1891,Nothing new - not even current.,0
1892,Suicide Squad? Wait none of them did that...,0
1893,GOD-TEAR MOVIE,1
1894,A huge disappointment !,0
1895,Suicide Squad,1
1896,Rushed work spoils potential,0
1897,This movie is... OK.,0
1898,"Amazing acting, fascinating back story, and tragically bloated",0
1899,Harley Quinn,1
1900,Wow.,0
1901,Worth seeing more than once!,1
1902,A typical case of the trailer being better than the movie. Period.,0
1903,Trash,0
1904,Not as bad as most people may realize!!!,0
1905,REALLY FANTASTIC!!,1
1906,A lot of hype but not much,0
1907,one of the best comic book movies,1
1908,5,0
1909,"It Has Some Fun Moments and Some Solid Performances, but It's Still a Pretty Weak Movie Overall",0
1910,Definitely not as bad as critics say or is it?,0
1911,Absolutely Unique!!,1
1912,Worst of the worst,0
1913,The critics are the ones who haven't watched the movie.,1
1914,"Enjoyable, but not as expected",0
1915,It's bad,0
1916,"Avoid it if you can. I couldn't, unfortunately...",0
1917,A Love Story?,1
1918,cringe,0
1919,The best movie in 2016,1
1920,Zero If I could. Worse than B V S,0
1921,"I liked it, but...",0
1922,One of the worst superhero movies,0
1923,Funtastic good time!,1
1924,"Level of Dark Knight or the Avengers, but somehow people don't like it as much",0
1925,"Give the DCEU to David Ayer, this is how you make a DC movie!",1
1926,Disappointing,0
1927,"There are good bad movies, then there is suicide squad.",0
1928,Highly disappointing,0
1929,Full underrated,1
1930,Little more than a jumbled mess,0
1931,Great film,1
1932,suicide squad is right!,0
1933,"Slow, Disjointed yet Well-Acted",0
1934,Wow! New and unimaginable levels of awfulness,0
1935,Dnt go for rating its masterpiece,1
1936,Stupid movie,0
1937,An amazing movie,1
1938,"Screw Happy Feet, This is the true worst movie of all time",0
1939,No story just awful action scenes!,0
1940,Not what I expected,0
1941,One of the Best DC - Movies,1
1942,A promising looking title that did not live up to its expectations,0
1943,Excellent Movie,1
1944,Try hard mess of a film.,0
1945,"they didn't fix the problems, just added to them",0
1946,"Huge disappointment, way to corny",0
1947,AMAZING!!!!!,1
1948,I R8 4 out of 10,0
1949,absolutely adored it- new favorite movie!,1
1950,A Movie and Its Trailers (Maybe One Spoiler),0
1951,Another DC Disappointment,0
1952,Reminder: pathetic <> funny,0
1953,Top of the Line,1
1954,It was ok,0
1955,My third favorite movie of all time,1
1956,Could of been better !!,0
1957,"MatinÃ©e worthy, not date worthy",0
1958,Worst comic book movie I've ever seen,0
1959,THE BEST MARVEL MOVIE I'VE EVER WATCHED,1
1960,Suicide Squad v. Gozer the Gozarian,0
1961,Suicide Squad: Best Love Story since Titantic...,1
1962,How I committed Suicide on Friendship Day,0
1963,Wastage of good potential!!!,0
1964,really is Hollywood joking???,0
1965,This movie was great,1
1966,A missed opportunity,0
1967,Suicide squad,1
1968,This is what happens when you let the garbage can spill over,0
1969,Bad movie with a lot left to be desired,0
1970,Lucky I didn't watch it in the Cinema,0
1971,Nice surprise,1
1972,"""The Dirty Dozen"" meets ""The Mummy"" ...",0
1973,Jared shines,1
1974,Very boring movie,0
1975,Seen Avengers?,0
1976,The Ho-hum Squad,0
1977,A Female Perspective of what could have been a bromance movie,1
1978,Not a good movie,0
1979,Fun and enjoyable,1
1980,"Supernatural threat is destroying the entire world, better send a psychiatrist with a baseball bat",0
1981,Cheerful bad guys,0
1982,jared letto was the best,0
1983,SUICIDE SQUAD,1
1984,The Worst Parody of Itself !,0
1985,infertility issues,1
1986,"Fun movie, but bad plot.",0
1987,pooicide squad,0
1988,Studio meddling and weak script undermine potentially great movie,0
1989,An excellent take by WB and DC on DC's most vicious villains!,1
1990,Boring.,0
1991,Joker's girlfriend rocks,1
1992,The worst acting,0
1993,A dumpster fire,0
1994,Bad in all aspects,0
1995,"Far better that the ""sequel""",1
1996,Suicide Script,0
1997,Better than I thought,1
1998,This film just felt like a chore to watch.,0
1999,"Not bad, not great.",0
2000,I saw it on release,0
2001,"Cool movie, I liked it. Trlica they pereborshil with special effects especially at the end. And the Joker would like much more.",1
2002,Was it worth the hype?,0
2003,What were you all expecting?,1
2004,Stupid Squash,0
2005,Big budget Big stars BIG FAIL,0
2006,Several misdemeanors.,0
2007,The best movie ever,1
2008,Wasted potential,0
2009,Is it Possible NOT to fall for Margot Robbie?,1
2010,Just above Halle Berry's Catwoman,0
2011,There is no story line,0
2012,Absolutely terrible,0
2013,This is exactly what the DCEU needs right now.,1
2014,An iconic worst film of all time,0
2015,Um so...,1
2016,"Cool, but not good",0
2017,What The Hell Happened,0
2018,It could've been awesome,0
2019,Suicide Squad is a hot mess.,0
2020,A world of blurred lines,1
2021,Just another typical action film...,0
2022,This is an unfocused mess,0
2023,uah,0
2024,Better Film Than Most Want To Believe,1
2025,Suicidal Silliness... Stop spewing such swill,0
2026,"Bad Guys, Yes. Bad Movie, No Way!",1
2027,The worst superhero movie ever,0
2028,"It's, just alright",0
2029,Dissapointed dosent come close,0
2030,What's wrong with people!!!,1
2031,The first DC Universe film to hit mediocre.,0
2032,Great Movie!!,1
2033,Bad,0
2034,Worst from dc,0
2035,All hail Margot Robbie,0
2036,Best movie!,1
2037,Yeah...not good.,0
2038,"Upon Rewatching it years down the line, It's One of DC'S Greatest ever made ?’™?’š?’“?’›?’œ",1
2039,Mind numbing,0
2040,Cheap show,0
2041,I am simply baffled,0
2042,Its Difficult to dislike this movie,1
2043,Phantasm music rip off?,0
2044,Such a good film,1
2045,How to ruin Batman villains.,0
2046,What happened to D.C Movies?!,0
2047,EsquadrÃ£o Suicida,0
2048,Likeable,1
2049,Crook,0
2050,"A really good and enjoyable movie that would better with a little bit jokes less, not the best movie of all time but still very good.",1
2051,The most ridiculous movie ever?,0
2052,Plot? What plot?,0
2053,Opts for mainstream when it should be punk rock,0
2054,The super villains are just handed with government weapons to take out an enemy that normal officers could not handle,1
2055,is ma E L good night phantom en French too pour mademoiselle Thylene Blondeu,0
2056,It's better than your average super hero movie,1
2057,"Don't forget, we're the bad guys.",0
2058,Harley Quinn was fun....the rest not so much,0
2059,"It's not bad, it's horrible for sure !!!",0
2060,"A great fun filled, comic accurate movie fun for the family (older kids)",1
2061,"It just crap like, really crap",0
2062,Awesome!,1
2063,Could have been much better,0
2064,"A suicide, indeed",0
2065,Worst Hero-movie in years,0
2066,DC Presented The Story Wrongfully...,1
2067,"Fun movie. Not perfect, but fun.",0
2068,This story pretty much is the gathering of villains in order to fight a bigger villain. It goes into a bit of each villain's origin story.,1
2069,Suicide squad : Hit and miss,0
2070,"A Chaotic Catastrophe, But Harley is Hot.",0
2071,Was a load of absolute rubbish,0
2072,"Great Acting, Bad Plot...",1
2073,Waste of time,0
2074,Enjoyed,1
2075,"Jared Leto plays awful Joker, awful jokes, Marvel copycat movie",0
2076,Not worth It,0
2077,Don't believe the hype,0
2078,Tentamen Suicidii*,1
2079,Top 5 worst movies I've ever seen,0
2080,Margott Robbie is star of this movie,1
2081,Juggling 10 balls and catches 5,0
2082,Very disappointed,0
2083,Sometimes glory has to rise from the ashes.,0
2084,Evil villains unite,1
2085,What if time.,0
2086,I keep coming back,1
2087,Harley Quinn saves the day,0
2088,So much so promise and so little delivered,0
2089,A fun adventure!,0
2090,Possibly the Most Average Film EVER!,0
2091,could this be any better,1
2092,awful edit and direction,0
2093,Not much.,0
2094,This movie is exploitation,0
2095,Sucide Squad was very funny and entertaining,1
2096,Good but not great,0
2097,some people are too hard on movies,1
2098,"Yes, it is as bad as everyone says",0
2099,Disgustingly stupid superhero movie,0
2100,Makes you wish that everybody died so there'd be no sequels or spinoffs,0
2101,Horrible edit but some intense and compelling performances,1
2102,Good action. Poorly written,0
2103,A refreshing adaptation from comics to cinema.,1
2104,Better than Expected,0
2105,Lacked Importance,0
2106,Boringggg,0
2107,I liked it. Unfortunately in IMDB there are a lot of trolls.,1
2108,Not as bad as you think.,0
2109,Suicide Squad 3 or for in the next generation of AI technology,1
2110,Quick summary,0
2111,Margot Robbie saved the film,0
2112,Unbelievably disappointing,0
2113,Some fun characters surrounded by bad CG,1
2114,Another conflicting movie by DC,0
2115,Fun movie,1
2116,actors were good..but plot was just sad,0
2117,Overhyped mess,0
2118,Sheer waste of boundless talent,0
2119,Suicide Squad Review,1
2120,Entertaining film. Decent quick backstory on the characters. Not the best story or acting.,0
2121,Awesome..!,1
2122,Over-hyped and disappointing mess,0
2123,Terrible representation of the characters and the plot was way out of my comfort zone,0
2124,Misses a lot of key aspects,0
2125,"A mix of the good, the bad and the awesome.",1
2126,Average film,0
2127,One of only 2 movies you should watch this Summer!,1
2128,What a terrible movie!!!!,0
2129,A beautiful disaster...,0
2130,Mediocre,0
2131,Review,1
2132,margot robbie literally carrying the movie all by herself,0
2133,A new DC Masterpiece...,1
2134,Achoo! (The release of this movie in a nutshell) NOT YET FINISHED,0
2135,"While there were elements that I liked, I disliked the overall film.",0
2136,Not satisfied,0
2137,Suicide Squad is an UNCONVENTIONAL DC Universe film,1
2138,"They are not superheroes, they are supervillains.",0
2139,A satisfying popcorn film with several strong performances,1
2140,In summary,0
2141,Bad,0
2142,Not Deadpool,0
2143,Very good continuation,1
2144,"Well, its more fun than anything else in the DCEU",0
2145,It was extremely enjoyable,1
2146,Ok movie that was jacked up just to get PG13,0
2147,"The potential was big, the waste of it was even bigger",0
2148,Simply Awful,0
2149,Terrific movie.,1
2150,Another example of a terrible DC movie,0
2151,Don't get the bad reviews I loved it,1
2152,1,0
2153,Not that fun or enjoyable to watch.,0
2154,Worse than expected,0
2155,Harley Qu...Suicide Squad,1
2156,I disliked it so much I actually signed up for an account to give it 2*,0
2157,It's a Fun DC movie,1
2158,"Dull yet random, cheesy, predictable",0
2159,So angry I got off my lazy arse and was compelled to write,0
2160,Failure,0
2161,Comics are not (allways) for kids,1
2162,It's a great movie to it see,0
2163,Suicide Squad,1
2164,Not my cup of tea....,0
2165,Patriotic Crap,0
2166,Good grief,0
2167,Do you have questions? lemme answer em,1
2168,Wacky but a little bit tame,0
2169,Offbeat story with entrancing performance.(Spoiler free review),1
2170,It's Just Okay.,0
2171,Will DC ever learn?!,0
2172,Rating: C+,0
2173,"fun with delicious characters, lots of fighting and stuff on fire",1
2174,"Right in the middle, no compromise.",0
2175,Much better than all other comic book movies. Feels genuine rather than having childish jokes,1
2176,An Average Superhero Movie,0
2177,Fan service galore,0
2178,It's Alright...,0
2179,SO COOL!!!!,1
2180,I am so bad,0
2181,Why So Serious?,1
2182,Harley Quinn deserves a better film,0
2183,It was ok,0
2184,killed joker,0
2185,"A Fun movie, tortured by the hands of critics",1
2186,I had high hopes...,0
2187,Joker is the best,1
2188,Lame movie,0
2189,Even white trash needs super heroes they can identify with,0
2190,Fell Flat,0
2191,Great movie don't understand the hate,1
2192,"Decent, but messy",0
2193,8/10---The 2nd Most Underrated DC Movie,1
2194,i regret watching this,0
2195,Great acting. Bad...editing?,0
2196,Underrated,0
2197,my opinion,1
2198,Marvel movies have become formulaic. Here is DC working out its own formula.,0
2199,The hate is confusing,1
2200,"decent follow-up Joker to Ledger's, otherwise ""ugh""",0
2201,I don't know whether to blame the writers or the director,0
2202,"Overall, a disappointment, but I remain optimistic about the future of the DCEU",0
2203,Harley Quinn,1
2204,Suicide Squad,0
2205,My opinion,1
2206,What did i just watch ?!,0
2207,The Vidiot Reviews...,0
2208,a fun time at certain times,0
2209,A fun movie with more problems then usual movies.,1
2210,Average,0
2211,"Too Much Chaos, Too Little Plot",1
2212,Begins well but then becomes unintersting mess,0
2213,I dozed off,0
2214,Movies I've also rated a 2 are.....,0
2215,Y'all hate a movie because it doesn't please you so selfish,1
2216,Suicide Squad brutto film,0
2217,Loved it.,1
2218,Two words. Atrocious and Horrible,0
2219,Originally saw it in theater...,0
2220,Not that memorable,0
2221,Awesome,1
2222,What A Bunch of Softies!,0
2223,Awesome! Plot is lacking though.,1
2224,Man....,0
2225,"A good soundtrack, but not much else",0
2226,Kiss ass - DC style,0
2227,Great,1
2228,Suicide Squad (2016),0
2229,Insanity,1
2230,"Not a bad movie, but it ain't a good one either.",0
2231,I can't find anything to like in this movie,0
2232,To rushed,1
2233,One of the worst blockbuster movies i have ever experienced.,0
2234,It's way better than what you heard,1
2235,A waste of time,0
2236,Harley Quinn. Nice to Meet Ya.,0
2237,"One mess of a movie, but it's somewhat entertaining.",0
2238,Watched director's cut and was amazed!,1
2239,Arrow ripoff,0
2240,Leto and Robbie/Joker and Harley,1
2241,Wtf,0
2242,Disappointing,0
2243,Disappointing,0
2244,Suicide Squad creates characters I want to see again.,1
2245,"The worst superhero movie of the year, too disappointing.",0
2246,I blame HBO,1
2247,It's like eating a good pizza that leaves this weird stench in your mouth,0
2248,"When compared to the trailers, it's disappointing. When compared to other superhero films, it's average.",0
2249,DC need to slow the hell down,0
2250,A one time watch which should/could have been a classic for the genre.,1
2251,What i just watch?,0
2252,I loved Suicide Squad,1
2253,Overhyped mediocre garbage.,0
2254,It's Okay,0
2255,A Real Drag,0
2256,"It's not perfect, but it's a step in the right direction for DC",1
2257,Worst Moneymaker ever?!,0
2258,"More fun than GoftheG, no raccoon, better; Margot Robbie",1
2259,Not as bad as I thought it would be,0
2260,yes,0
2261,Really long movie trailer,0
2262,Great movie!!!!! Please watch it,1
2263,I like suicide squad but I think Jared leto/ joker,0
2264,Not really sure about all the hate...,1
2265,There's bad .. and then there's this ... DC Can't seem to get it right.,0
2266,If your 9 years old you're going to love this,0
2267,"Well, the movie isn't as bad as what some critics make it out to be....",0
2268,Good makeup and Margot Robbie's performance brings life into this mess,1
2269,A disappointment,0
2270,general review,1
2271,Just another average movie,0
2272,It's wrong but in the wrong ways,0
2273,Don't waste your time.,0
2274,d,1
2275,The only villain in here is the movie itself,0
2276,The worst heroes ever,1
2277,Very sloppy,0
2278,Confusing and horrible screening (Possible spoilers),0
2279,its entertaining,1
2280,"Lame plot, boring action",0
2281,It's a fun ride,1
