,review,rating
1514,It is a very heartwarming story,6
1515,I couldn't actually spoil this film :P,3
1516,"Nice movie, Wasted opportunity!",8
1517,Critics need to loosen up: We live in a mad world.,7
1518,Idiotic movie,2
1519,A very good movie...,7
1520,A little fun but with unfortunate script,5
1521,Best Harley Quinn ever!,7
1522,Suicide Dud?,5
1523,"Ignore the critics, make up your own mind.",8
1524,Had a lot of potential!,6
1525,It's undone some of DC's steps forward with The Dark Knight.,4
1526,Very Impressive,8
1527,Quite disappointed,6
1528,Disappointed,2
1529,"Good, not great",7
1530,"Very weak story line, bad acting and corny catchphrases",3
1531,A flawed but fun movie,6
1532,A Bad & Boring Feel-Good Buddy Movie,2
1533,"Entertaining, But Leaves You Wanting More",8
1534,Jared Leto ruins the show.,6
1535,What the hell did I just watched?!,5
1536,Actually a very good comic book movie !,8
1537,Suicide Squad Review,6
1538,Worst DCEU film yet,3
1539,I like it,7
1540,Not that great,5
1541,Disappointed,6
1542,Amateurish waste of talent and money,1
1543,Comedy movie with great action and terrific acting,8
1544,Such Great Potential,7
1545,This movie is sooo bad it's almost unbelievable it got made,1
1546,An all around good summer movie! Go see it!,8
1547,Average at best. Entertaining but problems production wise,6
1548,"First of all, let's stop comparing any DC project to Nolan's trilogy",2
1549,Harley Quinn! Harely Quinn! The only name you need,6
1550,BAD guys or bad lol,1
1551,I tried to like it,6
1552,What a shameful movie,2
1553,Much better than the critics made it out to be...,8
1554,Neither here nor there,6
1555,Just poor effort,3
1556,Exciting,9
1557,Bad is good and good is bad.,7
1558,A Mess,3
1559,disappointed after too much HOPE,6
1560,This film should never have been released.,1
1561,Missed opportunity,7
1562,The worst DCEU movie thanks to studio meddling,2
1563,"If ever a movie stumbled in the delivery of promised greatness, it was surely this one. Unmissable !",8
1564,Is this a joke?,3
1565,Entertaining Film,9
1566,One word.. 'Awful',1
1567,Nothing worse than a boring movie,1
1568,F,3
1569,An unstoppable joyride with the squad,8
1570,"Confusing. Boring. Spoilers, I guess...",2
1571,A Hutch A Do About Nothing,9
1572,A poor studio made movie marginally saved by the glimpses of Ayer's direction and wonderful cast,2
1573,So much potential. So little on delivery,3
1574,The Man That Can Climb ANYTHING,5
1575,Hey! You guys... it's actually a pretty good movie.,9
1576,If 'Spider-man 3' and 'Mulholland drive' had a baby; it would be 'Suicide Squad'.,4
1577,Great movie and characters,9
1578,Incredibly terrible.,1
1579,One of the worst movie of The DC Cinematic Universe,5
1580,Poor,1
1581,Every frame is not meant to be perfect. It's a fun movie.,8
1582,I wonder when the kids are going to tire of the same formula,4
1583,Lots of Fun,9
1584,The DCEU is DOA,1
1585,dedee,1
1586,What did you do?!,1
1587,No way near as bad as others say,8
1588,Complete disappointment!!,3
1589,"Loved it, don't listen to the haters....",9
1590,Avoid at all costs,4
1591,Hugely Disappointing,5
1592,Nothing of value found in this movie.,1
1593,Genuinely don't understand all the bad reviews.,10
1594,A hot mess,4
1595,Doesn't Deserve the Hate,8
1596,Ohh... WHY?,2
1597,Plagiarism,5
1598,Absolutely atrocious,1
1599,Must watch movie. I've seen thousands of movie and this one was good.,9
1600,Suicide watch...,1
1601,take this from someone who knows films,8
1602,A Complete Mess Unfortunately (Contains Spoilers),4
1603,Dc is definitely lost,2
1604,Saved from being terrible by Margot Robbie (and Davis and Smith),4
1605,Nice...,10
1606,Suicide Squad,5
1607,Why all the negative reviews?,9
1608,Suck Squad !,1
1609,Not Worth Your Time,1
1610,Not as i Expected,2
1611,Awesome movie!,10
1612,Hope the new one is better,5
1613,Why not?,10
1614,Biggest Misfire Ever,2
1615,"""Puddin'!""",4
1616,One of the most enjoyable comic book movies in recent years.,4
1617,Awesome movie! more fun than i expected (more than BVS for sure),10
1618,This movie is truly awful,2
1619,Better the second time around,10
1620,Disappointing,3
1621,"For The Good of Mankind, #ReleaseTheAyerCut",3
1622,Erm........,5
1623,perfect,10
1624,Disappointed,5
1625,not bad,10
1626,"Great characters, but terrible plot and everything else is just bad",2
1627,A big money-grubbing middle finger to all comic fans!,2
1628,This movie is dreadful!,3
1629,Its not bad at all!!!!,10
1630,Random,1
1631,Really enjoyable untill you think about it!!,10
1632,This movie is garbage.,3
1633,"A lot of potential, minimal effort.",3
1634,"Goo start, bad ending",5
1635,Great,10
1636,Only for the die-hard DC comic book fans...barely,4
1637,Twizard Rating: 78,8
1638,Unbiased and spoiler-free review,5
1639,Suicidal,2
1640,Total waste of actors and characters.,1
1641,Film made it likable,8
1642,Just Boring,1
1643,Make your own opinion.,8
1644,Trying to do a little too much,5
1645,S.S - Skewered and scrambled,4
1646,I expected much more...,4
1647,I love this movie,8
1648,It could've been better...,4
1649,"Everybody be cool, you be cool...",8
1650,Losing My Faith In DC,5
1651,Directed by The Joker,2
1652,The DC Cinematic Universe has just committed cinematic suicide,4
1653,Not perfect but a good nights viewing,8
1654,Disappointing,3
1655,It Lived Up To The Hype,8
1656,"Way too many characters, too little development",3
1657,"Horrible Scripting, Wasted opportunity with tremendous talent. All stars only for Jared Leto.",5
1658,"Not the best, but Sort of enjoyable...",5
1659,DC The god Of Villains,10
1660,stupid,5
1661,Entertaining and good ... why all the negativity?,9
1662,"Why didn't anyone ask ""why""?",3
1663,'false advertising' over the lack of Joker scenes,5
1664,lame action film,2
1665,"Don't listen to the critics! The movie was fun, and action packed and awesome!",8
1666,"Painful. Horribly inconsistent, and mental anguish.",1
1667,"If you like DC comics and/or superhero movies, go check this one",9
1668,Really bad. Worse than Batman v Superman,1
1669,Is this a suicide concerning creativity? Or a squad beneath acting?,5
1670,most terrible story line ever,2
1671,An amazing movie just what DC needs!,10
1672,Bad as it can get,1
1673,Not perfect but enjoyable and exciting,8
1674,Meh should of been better ...... 5/10 .,5
1675,"A Talented Cast Trapped in a Rushed, Crowded Mess",5
1676,Simply too many characters,4
1677,Critics exaggerated,9
1678,"A Simple Pros & Cons List - No Spoilers - ""What's with DC and Instant Friendships?""",5
1679,"Fun, Fantastic, and Hilarious",10
1680,Hollywood let me down again!!!!!,3
1681,"Suicide Squad: ""Im Beautiful!""",5
1682,"They're the bad guys, and this is a BAD movie.",4
1683,suicide squad,10
1684,Worst movie ever,1
1685,Not a perfect film but absolutely worth the watch.,8
1686,Very little of value in this film,4
1687,Suicide squad sets a new benchmark of how worst a superhero movie can get.,2
1688,Entertaining and cool scenes in a very meh plot,5
1689,worth an IMAX 3D visit,8
1690,High expectations... very disappointed.,4
1691,I Really Don't Get the Hate!,10
1692,How is this man getting paid jobs?,1
1693,Abortion,1
1694,The trailers of the movie were very good though. . .,5
1695,Wtf is wrong with you folks?,9
1696,Such high hopes...,5
1697,A really good movie!,9
1698,My little pony: friendship is magic,4
1699,Not worthy to be called a movie even,1
1700,I Liked the Movie this Could've Been,4
1701,GREAT MOVIE,8
1702,Disappointing for what looked like such a good resurgence for DC,4
1703,DC's Guardians of the Galaxy!,9
1704,"In the case of the title, there should always be a squad like that present when attempting to view this ""film"".",4
1705,I honestly wasn't disappointed.,2
1706,A Guilty Pleasure,4
1707,Great watch,10
1708,"After seeing Suicide Squad this past weekend, I was left disgruntled by the awful choices Warner Brother Studios has made this year with their expansion of the DCEU.",4
1709,Awesome,8
1710,Worst movie ever made,1
1711,Directors Butchering,5
1712,Trash beyond imaginable,1
1713,Another good DC Movie,10
1714,Harley Quinn.,5
1715,Will go down as one of the most underrated films in the history of cinema!,9
1716,Stop using comic books to defend this movie!,3
1717,I won't bet my money on it's success,4
1718,Review for Suicide Squad,4
1719,Loved it!,9
1720,An Avengers style movie with a bit of Deadpool but with bad guys instead,4
1721,Answer to the negative reviews,8
1722,RIP My Money,3
1723,Suicide Squad suffers from Zacification,4
1724,Perfectly bad ensemble movie,2
1725,"Waaaauuuuw, what a ride!",9
1726,"Here Me out, cause I think I make a good point.",3
1727,"Very good, but not excellent",8
1728,Stock up on Advil.,3
1729,Really Disappointing: A David Ayers film?,4
1730,Dc falls flat in comparison to marvel yet again,2
1731,My issue,10
1732,I would put it on as a background movie?˜•,4
1733,A really strong & unique follow-up to Batman v Superman: Dawn of Justice.,10
1734,Extremely Hyped Up,5
1735,Sabotage,4
1736,Abysmal. The producers should be ashamed.,2
1737,"Crazy, fun, indulgence. Suicide Squad for many years to come.",10
1738,A mess,4
1739,"Suicide squad is an amazing movie, screw the critics.",9
1740,"Not enough comedy, not enough action, plenty of sappy scenes.",2
1741,Very Messy,4
1742,"Great Start, but Quickly Falls Apart",5
1743,"Didn't Want to See It, Glad I Did.",9
1744,Incoherent and weak plot,5
1745,Excellent!,9
1746,"One Step Forward, Two Steps Back",2
1747,A cheap parody of the DC universe,1
1748,Soundtrack was the best thing about this,3
1749,Thank Squad the DCEU could be saved after all!!!!,9
1750,Go Watch Batman the animated series instead!,5
1751,definitely a movie you'll need to see for yourself to make up your mind,9
1752,"It's Not a Great Movie, but it is the Best from the DC Universe Movies",5
1753,What a disappointment,3
1754,Wow,3
1755,Fun summer movie. If you like Guardians of the Galaxy you will like this.,10
1756,Zero should be an option,1
1757,Will Smith delivers the goods again with Suicide Squad,8
1758,Doesn't live up to the hype,3
1759,An absolutely terrible venture in filmmaking.,4
1760,Yikes! weaksauce...,3
1761,A Magnificent Mess That Is Both Extraordinarily Fun And Entertaining DESPITE Itself..,10
1762,embarrassing!!,4
1763,"In short this movie is a great mix of Comedy, Story and Action.",10
1764,"Suicide Squad was mediocre at best but more-so disappointing because of its potential but, at the same time, it doesn't quite deserve all the hate it is getting.",4
1765,Sound and Fury. Signifying nothing.,3
1766,Talented Cast makes a poor script worth the watch.,5
1767,This movie is awesome,10
1768,So and so bad,1
1769,"Great Plot, great Soundtrack, great acting, great movie.",10
1770,They made drag queen out of Joker,4
1771,Mediocre,3
1772,Suicide Squad: A Fable about Shared Universes and Studio Interference,3
1773,The Anti Avengers,8
1774,It could've been better,5
1775,Very happy with the movie overall :),10
1776,A disgrace to the whole DC universe.,1
1777,"Doesn't deserve the over hate, or the over love",2
1778,It's just a mess,4
1779,Don't listen to the pretentious critics,10
1780,"Wow, that was awful",2
1781,It's all about entertainment and fun,10
1782,city goes boom.,3
1783,Senseless fun & entertainment with all of its rebellious action sequences.,4
1784,Worst. Heroes. Ever. more like Worst. Movie. Ever. (not really),1
1785,Welcome to the Suicide Squad complete the mission or die trying.,10
1786,Puerile and trashy intent but no redemption in the execution,2
1787,Haters gonna hate,8
1788,bad acting and so stupid that style can't save it.,4
1789,Absolutely terrible,1
1790,Dc comics's (1) worst movies of all time,1
1791,a year of waiting well worth,10
1792,Worse than I thought!,5
1793,"Worst Heroes Ever? No, Entertainingly FUN!!....",10
1794,Good fighting scenes won't make up for bad story,4
1795,Really Poor,3
1796,Just nothing that the trailer promised,3
1797,Awesome movie. I hope there is a sequel and spinoffs.,10
1798,Could have been Amazing. Too many bad choices.,4
1799,"Visually stunning, Don't believe the critics , Fun summer blockbuster",10
1800,"For a movie written by a 10 years old child, it's not bad",3
1801,It's a mess!,4
1802,"Too dark, too much, too many",4
1803,"This is Harley Quinn's Movie, and I Couldn't Be Happier!",8
1804,Over-Hyped Disappointment is an Understatement,3
1805,Loved every second of it!!!,10
1806,What a bad movie.,3
1807,Not Like This,2
1808,Truly Horrible,1
1809,The critics can go to hell,10
1810,"The final DC movie I will ever pay to see, even if it was OK in the end.",2
1811,Best,10
1812,This movie was the worst,3
1813,"Making an edgy movie isn't the same as making a GOOD movie, I mean my razor is edgy and its a cheap piece of sh*t",3
1814,A Worthy Rival to Catwoman,4
1815,A group of unlikely comic characters save the world,10
1816,Gave Up Half Way Through,2
1817,IÂ´m a Joker,10
1818,"1 point for Will, 1 point for Jared, 1 point for the music, and 1 point for Margot = 4",4
1819,Her Heart's Not In It,2
1820,Condition Critical: DC,1
1821,Honest Review from a Comic book fan,10
1822,It's simply the worst nanananaaaaaaaaaaaa,1
1823,Insainly Entertaining .. Love the twist,10
1824,A jumbled mess with a good cast,4
1825,Incoherent and sexist,2
1826,"Lot of style, but no substance.",5
1827,Awesome!!!!,10
1828,Sits somewhere between good and really bad,5
1829,Awesome movie don't listen to critics,10
1830,It's so terrible and female-pandering even the director admits he should've focused on the Joker,1
1831,Not as good as the first one,5
1832,All over the place in terms of...Everything,4
1833,Margot Robbie Steals the Show,8
1834,It's not what i expect at all,4
1835,Suicides,8
1836,Bad Movie Review on Suicide Squad,2
1837,DC turned into Marvel,5
1838,You think Batman v Superman sucked???,4
1839,DC takes a step forward,10
1840,Not as expected.,5
1841,BEST MOVIE EVER!!,10
1842,Committing Career and Box office Suicide (Squad),4
1843,"Worst ""superhero"" movie ever!",3
1844,Almost fell asleep,3
1845,What is with the bad reviews people,10
1846,I want my money back.,4
1847,AWESOME,10
1848,What did I just watch?,2
1849,not a good plot,4
1850,Disappointing,3
1851,One Of The Best Movie Ever,10
1852,Not what you think,3
1853,A good movie,10
1854,Looks great but,5
1855,This is not Suicide Squad.,1
1856,Would like to change my review,1
1857,Anticipation was not in vain,10
1858,Disappointing and Boring!,4
1859,This is awesome!,10
1860,One of the few movies i've seen in my life that actually made me angry,2
1861,Unhappily,5
1862,Why did I do this to myself?,4
1863,Not as bad as people say,10
1864,"Pretty good ideas, but no sense?",4
1865,#ReleaseTheAyerCut,8
1866,"""Suicide Squad"" is fun but will probably leave you with a headache",5
1867,Great cast but poorly executed,3
1868,"Margot Robbie, perfect; not so much Leto.",4
1869,Movie should have had a different TITLE,10
1870,Horrible,1
1871,Give us a Sequel! PLEASE!,10
1872,"2 films, very different outcomes.",5
1873,A suicide indeed,1
1874,Harley Quinn's Love Story,4
1875,Amazing! Must See!,10
1876,Boring,1
1877,Good Movie,10
1878,Too Jewwy,3
1879,Very Bad,4
1880,Suicidal tedium.....,2
1881,Never see ROTTEN TAMATOES ratings for DC FILMS,9
1882,Irritating waste of money,5
1883,Better than BvS,10
1884,Dont waste your time,1
1885,Maybe the worst film of 2016,1
1886,boring,3
1887,Master Peice,10
1888,Everyone cosplayed as characters from this movie on halloween back then...god...why ?,4
1889,Absolutely Loved It,10
1890,Just...not good,4
1891,Nothing new - not even current.,5
1892,Suicide Squad? Wait none of them did that...,1
1893,GOD-TEAR MOVIE,10
1894,A huge disappointment !,3
1895,Suicide Squad,10
1896,Rushed work spoils potential,4
1897,This movie is... OK.,4
1898,"Amazing acting, fascinating back story, and tragically bloated",2
1899,Harley Quinn,10
1900,Wow.,3
1901,Worth seeing more than once!,10
1902,A typical case of the trailer being better than the movie. Period.,4
1903,Trash,2
1904,Not as bad as most people may realize!!!,4
1905,REALLY FANTASTIC!!,10
1906,A lot of hype but not much,5
1907,one of the best comic book movies,10
1908,5,5
1909,"It Has Some Fun Moments and Some Solid Performances, but It's Still a Pretty Weak Movie Overall",5
1910,Definitely not as bad as critics say or is it?,3
1911,Absolutely Unique!!,10
1912,Worst of the worst,2
1913,The critics are the ones who haven't watched the movie.,10
1914,"Enjoyable, but not as expected",4
1915,It's bad,4
1916,"Avoid it if you can. I couldn't, unfortunately...",2
1917,A Love Story?,10
1918,cringe,4
1919,The best movie in 2016,10
1920,Zero If I could. Worse than B V S,1
1921,"I liked it, but...",5
1922,One of the worst superhero movies,2
1923,Funtastic good time!,10
1924,"Level of Dark Knight or the Avengers, but somehow people don't like it as much",4
1925,"Give the DCEU to David Ayer, this is how you make a DC movie!",8
1926,Disappointing,4
1927,"There are good bad movies, then there is suicide squad.",3
1928,Highly disappointing,5
1929,Full underrated,8
1930,Little more than a jumbled mess,1
1931,Great film,10
1932,suicide squad is right!,1
1933,"Slow, Disjointed yet Well-Acted",1
1934,Wow! New and unimaginable levels of awfulness,2
1935,Dnt go for rating its masterpiece,9
1936,Stupid movie,4
1937,An amazing movie,10
1938,"Screw Happy Feet, This is the true worst movie of all time",1
1939,No story just awful action scenes!,2
1940,Not what I expected,5
1941,One of the Best DC - Movies,10
1942,A promising looking title that did not live up to its expectations,5
1943,Excellent Movie,10
1944,Try hard mess of a film.,2
1945,"they didn't fix the problems, just added to them",3
1946,"Huge disappointment, way to corny",3
1947,AMAZING!!!!!,10
1948,I R8 4 out of 10,4
1949,absolutely adored it- new favorite movie!,10
1950,A Movie and Its Trailers (Maybe One Spoiler),4
1951,Another DC Disappointment,4
1952,Reminder: pathetic <> funny,1
1953,Top of the Line,10
1954,It was ok,4
1955,My third favorite movie of all time,10
1956,Could of been better !!,5
1957,"MatinÃ©e worthy, not date worthy",4
1958,Worst comic book movie I've ever seen,2
1959,THE BEST MARVEL MOVIE I'VE EVER WATCHED,10
1960,Suicide Squad v. Gozer the Gozarian,4
1961,Suicide Squad: Best Love Story since Titantic...,10
1962,How I committed Suicide on Friendship Day,5
1963,Wastage of good potential!!!,2
1964,really is Hollywood joking???,3
1965,This movie was great,9
1966,A missed opportunity,5
1967,Suicide squad,9
1968,This is what happens when you let the garbage can spill over,1
1969,Bad movie with a lot left to be desired,2
1970,Lucky I didn't watch it in the Cinema,2
1971,Nice surprise,8
1972,"""The Dirty Dozen"" meets ""The Mummy"" ...",4
1973,Jared shines,9
1974,Very boring movie,4
1975,Seen Avengers?,3
1976,The Ho-hum Squad,5
1977,A Female Perspective of what could have been a bromance movie,8
1978,Not a good movie,4
1979,Fun and enjoyable,8
1980,"Supernatural threat is destroying the entire world, better send a psychiatrist with a baseball bat",3
1981,Cheerful bad guys,3
1982,jared letto was the best,4
1983,SUICIDE SQUAD,10
1984,The Worst Parody of Itself !,1
1985,infertility issues,8
1986,"Fun movie, but bad plot.",5
1987,pooicide squad,5
1988,Studio meddling and weak script undermine potentially great movie,4
1989,An excellent take by WB and DC on DC's most vicious villains!,8
1990,Boring.,4
1991,Joker's girlfriend rocks,9
1992,The worst acting,3
1993,A dumpster fire,1
1994,Bad in all aspects,3
1995,"Far better that the ""sequel""",9
1996,Suicide Script,1
1997,Better than I thought,8
1998,This film just felt like a chore to watch.,2
1999,"Not bad, not great.",5
2000,I saw it on release,1
2001,"Cool movie, I liked it. Trlica they pereborshil with special effects especially at the end. And the Joker would like much more.",10
2002,Was it worth the hype?,5
2003,What were you all expecting?,8
2004,Stupid Squash,2
2005,Big budget Big stars BIG FAIL,2
2006,Several misdemeanors.,3
2007,The best movie ever,10
2008,Wasted potential,5
2009,Is it Possible NOT to fall for Margot Robbie?,9
2010,Just above Halle Berry's Catwoman,4
2011,There is no story line,5
2012,Absolutely terrible,5
2013,This is exactly what the DCEU needs right now.,10
2014,An iconic worst film of all time,1
2015,Um so...,9
2016,"Cool, but not good",4
2017,What The Hell Happened,2
2018,It could've been awesome,5
2019,Suicide Squad is a hot mess.,4
2020,A world of blurred lines,8
2021,Just another typical action film...,4
2022,This is an unfocused mess,2
2023,uah,5
2024,Better Film Than Most Want To Believe,8
2025,Suicidal Silliness... Stop spewing such swill,4
2026,"Bad Guys, Yes. Bad Movie, No Way!",8
2027,The worst superhero movie ever,1
2028,"It's, just alright",5
2029,Dissapointed dosent come close,2
2030,What's wrong with people!!!,8
2031,The first DC Universe film to hit mediocre.,5
2032,Great Movie!!,8
2033,Bad,1
2034,Worst from dc,3
2035,All hail Margot Robbie,4
2036,Best movie!,10
2037,Yeah...not good.,5
2038,"Upon Rewatching it years down the line, It's One of DC'S Greatest ever made ?’™?’š?’“?’›?’œ",10
2039,Mind numbing,2
2040,Cheap show,5
2041,I am simply baffled,1
2042,Its Difficult to dislike this movie,8
2043,Phantasm music rip off?,5
2044,Such a good film,9
2045,How to ruin Batman villains.,5
2046,What happened to D.C Movies?!,4
2047,EsquadrÃ£o Suicida,5
2048,Likeable,9
2049,Crook,2
2050,"A really good and enjoyable movie that would better with a little bit jokes less, not the best movie of all time but still very good.",8
2051,The most ridiculous movie ever?,4
2052,Plot? What plot?,3
2053,Opts for mainstream when it should be punk rock,3
2054,The super villains are just handed with government weapons to take out an enemy that normal officers could not handle,10
2055,is ma E L good night phantom en French too pour mademoiselle Thylene Blondeu,2
2056,It's better than your average super hero movie,8
2057,"Don't forget, we're the bad guys.",5
2058,Harley Quinn was fun....the rest not so much,2
2059,"It's not bad, it's horrible for sure !!!",5
2060,"A great fun filled, comic accurate movie fun for the family (older kids)",9
2061,"It just crap like, really crap",4
2062,Awesome!,10
2063,Could have been much better,5
2064,"A suicide, indeed",4
2065,Worst Hero-movie in years,4
2066,DC Presented The Story Wrongfully...,8
2067,"Fun movie. Not perfect, but fun.",5
2068,This story pretty much is the gathering of villains in order to fight a bigger villain. It goes into a bit of each villain's origin story.,8
2069,Suicide squad : Hit and miss,5
2070,"A Chaotic Catastrophe, But Harley is Hot.",4
2071,Was a load of absolute rubbish,1
2072,"Great Acting, Bad Plot...",9
2073,Waste of time,1
2074,Enjoyed,9
2075,"Jared Leto plays awful Joker, awful jokes, Marvel copycat movie",5
2076,Not worth It,5
2077,Don't believe the hype,1
2078,Tentamen Suicidii*,9
2079,Top 5 worst movies I've ever seen,1
2080,Margott Robbie is star of this movie,9
2081,Juggling 10 balls and catches 5,5
2082,Very disappointed,3
2083,Sometimes glory has to rise from the ashes.,3
2084,Evil villains unite,8
2085,What if time.,1
2086,I keep coming back,9
2087,Harley Quinn saves the day,5
2088,So much so promise and so little delivered,3
2089,A fun adventure!,5
2090,Possibly the Most Average Film EVER!,4
2091,could this be any better,9
2092,awful edit and direction,1
2093,Not much.,5
2094,This movie is exploitation,2
2095,Sucide Squad was very funny and entertaining,10
2096,Good but not great,5
2097,some people are too hard on movies,9
2098,"Yes, it is as bad as everyone says",2
2099,Disgustingly stupid superhero movie,4
2100,Makes you wish that everybody died so there'd be no sequels or spinoffs,4
2101,Horrible edit but some intense and compelling performances,8
2102,Good action. Poorly written,2
2103,A refreshing adaptation from comics to cinema.,8
2104,Better than Expected,5
2105,Lacked Importance,5
2106,Boringggg,4
2107,I liked it. Unfortunately in IMDB there are a lot of trolls.,8
2108,Not as bad as you think.,5
2109,Suicide Squad 3 or for in the next generation of AI technology,8
2110,Quick summary,5
2111,Margot Robbie saved the film,5
2112,Unbelievably disappointing,3
2113,Some fun characters surrounded by bad CG,8
2114,Another conflicting movie by DC,4
2115,Fun movie,8
2116,actors were good..but plot was just sad,5
2117,Overhyped mess,4
2118,Sheer waste of boundless talent,2
2119,Suicide Squad Review,9
2120,Entertaining film. Decent quick backstory on the characters. Not the best story or acting.,5
2121,Awesome..!,10
2122,Over-hyped and disappointing mess,3
2123,Terrible representation of the characters and the plot was way out of my comfort zone,3
2124,Misses a lot of key aspects,5
2125,"A mix of the good, the bad and the awesome.",8
2126,Average film,3
2127,One of only 2 movies you should watch this Summer!,10
2128,What a terrible movie!!!!,1
2129,A beautiful disaster...,5
2130,Mediocre,5
2131,Review,8
2132,margot robbie literally carrying the movie all by herself,5
2133,A new DC Masterpiece...,9
2134,Achoo! (The release of this movie in a nutshell) NOT YET FINISHED,2
2135,"While there were elements that I liked, I disliked the overall film.",5
2136,Not satisfied,5
2137,Suicide Squad is an UNCONVENTIONAL DC Universe film,8
2138,"They are not superheroes, they are supervillains.",5
2139,A satisfying popcorn film with several strong performances,8
2140,In summary,5
2141,Bad,5
2142,Not Deadpool,4
2143,Very good continuation,9
2144,"Well, its more fun than anything else in the DCEU",4
2145,It was extremely enjoyable,9
2146,Ok movie that was jacked up just to get PG13,4
2147,"The potential was big, the waste of it was even bigger",1
2148,Simply Awful,1
2149,Terrific movie.,10
2150,Another example of a terrible DC movie,4
2151,Don't get the bad reviews I loved it,9
2152,1,5
2153,Not that fun or enjoyable to watch.,3
2154,Worse than expected,4
2155,Harley Qu...Suicide Squad,8
2156,I disliked it so much I actually signed up for an account to give it 2*,2
2157,It's a Fun DC movie,8
2158,"Dull yet random, cheesy, predictable",4
2159,So angry I got off my lazy arse and was compelled to write,1
2160,Failure,4
2161,Comics are not (allways) for kids,8
2162,It's a great movie to it see,1
2163,Suicide Squad,8
2164,Not my cup of tea....,5
2165,Patriotic Crap,1
2166,Good grief,1
2167,Do you have questions? lemme answer em,10
2168,Wacky but a little bit tame,4
2169,Offbeat story with entrancing performance.(Spoiler free review),8
2170,It's Just Okay.,5
2171,Will DC ever learn?!,4
2172,Rating: C+,5
2173,"fun with delicious characters, lots of fighting and stuff on fire",8
2174,"Right in the middle, no compromise.",5
2175,Much better than all other comic book movies. Feels genuine rather than having childish jokes,9
2176,An Average Superhero Movie,5
2177,Fan service galore,4
2178,It's Alright...,5
2179,SO COOL!!!!,10
2180,I am so bad,3
2181,Why So Serious?,8
2182,Harley Quinn deserves a better film,4
2183,It was ok,5
2184,killed joker,5
2185,"A Fun movie, tortured by the hands of critics",8
2186,I had high hopes...,3
2187,Joker is the best,9
2188,Lame movie,4
2189,Even white trash needs super heroes they can identify with,1
2190,Fell Flat,5
2191,Great movie don't understand the hate,8
2192,"Decent, but messy",5
2193,8/10---The 2nd Most Underrated DC Movie,8
2194,i regret watching this,1
2195,Great acting. Bad...editing?,4
2196,Underrated,4
2197,my opinion,9
2198,Marvel movies have become formulaic. Here is DC working out its own formula.,5
2199,The hate is confusing,8
2200,"decent follow-up Joker to Ledger's, otherwise ""ugh""",1
2201,I don't know whether to blame the writers or the director,2
2202,"Overall, a disappointment, but I remain optimistic about the future of the DCEU",4
2203,Harley Quinn,9
2204,Suicide Squad,5
2205,My opinion,8
2206,What did i just watch ?!,2
2207,The Vidiot Reviews...,5
2208,a fun time at certain times,5
2209,A fun movie with more problems then usual movies.,9
2210,Average,5
2211,"Too Much Chaos, Too Little Plot",8
2212,Begins well but then becomes unintersting mess,4
2213,I dozed off,4
2214,Movies I've also rated a 2 are.....,2
2215,Y'all hate a movie because it doesn't please you so selfish,10
2216,Suicide Squad brutto film,1
2217,Loved it.,8
2218,Two words. Atrocious and Horrible,1
2219,Originally saw it in theater...,4
2220,Not that memorable,5
2221,Awesome,9
2222,What A Bunch of Softies!,2
2223,Awesome! Plot is lacking though.,9
2224,Man....,3
2225,"A good soundtrack, but not much else",5
2226,Kiss ass - DC style,5
2227,Great,10
2228,Suicide Squad (2016),5
2229,Insanity,8
2230,"Not a bad movie, but it ain't a good one either.",5
2231,I can't find anything to like in this movie,2
2232,To rushed,9
2233,One of the worst blockbuster movies i have ever experienced.,1
2234,It's way better than what you heard,9
2235,A waste of time,3
2236,Harley Quinn. Nice to Meet Ya.,3
2237,"One mess of a movie, but it's somewhat entertaining.",5
2238,Watched director's cut and was amazed!,8
2239,Arrow ripoff,1
2240,Leto and Robbie/Joker and Harley,10
2241,Wtf,2
2242,Disappointing,5
2243,Disappointing,3
2244,Suicide Squad creates characters I want to see again.,8
2245,"The worst superhero movie of the year, too disappointing.",5
2246,I blame HBO,8
2247,It's like eating a good pizza that leaves this weird stench in your mouth,5
2248,"When compared to the trailers, it's disappointing. When compared to other superhero films, it's average.",3
2249,DC need to slow the hell down,4
2250,A one time watch which should/could have been a classic for the genre.,8
2251,What i just watch?,5
2252,I loved Suicide Squad,8
2253,Overhyped mediocre garbage.,5
2254,It's Okay,5
2255,A Real Drag,4
2256,"It's not perfect, but it's a step in the right direction for DC",8
2257,Worst Moneymaker ever?!,2
2258,"More fun than GoftheG, no raccoon, better; Margot Robbie",9
2259,Not as bad as I thought it would be,5
2260,yes,5
2261,Really long movie trailer,3
2262,Great movie!!!!! Please watch it,10
2263,I like suicide squad but I think Jared leto/ joker,4
2264,Not really sure about all the hate...,8
2265,There's bad .. and then there's this ... DC Can't seem to get it right.,2
2266,If your 9 years old you're going to love this,1
2267,"Well, the movie isn't as bad as what some critics make it out to be....",5
2268,Good makeup and Margot Robbie's performance brings life into this mess,8
2269,A disappointment,5
2270,general review,8
2271,Just another average movie,5
2272,It's wrong but in the wrong ways,5
2273,Don't waste your time.,3
2274,d,8
2275,The only villain in here is the movie itself,2
2276,The worst heroes ever,8
2277,Very sloppy,1
2278,Confusing and horrible screening (Possible spoilers),2
2279,its entertaining,8
2280,"Lame plot, boring action",4
2281,It's a fun ride,8
